stage,epoch,dataset,mask_strategy,mask_ratio,nmse,nmse_db,last_nmse,last_nmse_db
0,3,city_47_chicago_3p5,random,0.85,0.81550485,-0.8857345,4.1251636,6.154412
0,3,city_47_chicago_3p5,temporal,0.5,9.185268,9.6309185,15.083983,11.78516
0,3,city_47_chicago_3p5,fre,0.5,0.36173725,-4.4160676,1.9479222,2.8957162
