stage,epoch,dataset,mask_strategy,mask_ratio,nmse,nmse_db,last_nmse,last_nmse_db
0,13,city_47_chicago_3p5,random,0.85,0.88122994,-0.54910755,4.1346035,6.1643386
0,13,city_47_chicago_3p5,temporal,0.5,7.7364583,8.885422,13.5116825,11.307095
0,13,city_47_chicago_3p5,fre,0.5,0.40084562,-3.9702287,2.3448927,3.7012298
