scenario,top1_acc,top3_acc
boston5g_3p5,0.14989344059447104,0.36372247212254377
city_84_baoding_3p5,error,,,,,,,,,,,/home/blessedg/Pathformer/WiFo/src/weights/wifo_base.pkl,"Error(s) in loading state_dict for WiFo:
	size mismatch for Embedding.value_embedding.tokenConv.weight: copying a param with shape torch.Size([512, 2, 4, 4, 4]) from checkpoint, the shape in current model is torch.Size([512, 2, 2, 4, 4]).
	size mismatch for decoder_pred.weight: copying a param with shape torch.Size([128, 512]) from checkpoint, the shape in current model is torch.Size([64, 512]).
	size mismatch for decoder_pred.bias: copying a param with shape torch.Size([128]) from checkpoint, the shape in current model is torch.Size([64])."
city_84_baoding_3p5,ok,8,148090,36986,64,2.346712810633047,0.26982915792436873,0.5722533594270796,3.378485335335752,0.12766992913821257,0.3253122802143105,/home/blessedg/Pathformer/WiFo/src/weights/wifo_base.pkl,
city_86_ankara_3p5,error,,,,,,,,,,,/home/blessedg/Pathformer/WiFo/src/weights/wifo_base.pkl,"Error(s) in loading state_dict for WiFo:
	size mismatch for Embedding.value_embedding.tokenConv.weight: copying a param with shape torch.Size([512, 2, 4, 4, 4]) from checkpoint, the shape in current model is torch.Size([512, 2, 2, 4, 4]).
	size mismatch for decoder_pred.weight: copying a param with shape torch.Size([128, 512]) from checkpoint, the shape in current model is torch.Size([64, 512]).
	size mismatch for decoder_pred.bias: copying a param with shape torch.Size([128]) from checkpoint, the shape in current model is torch.Size([64])."
city_86_ankara_3p5,ok,46,134437,33613,64,1.9331497980956913,0.38138310138122267,0.7007148329683166,3.238463350185426,0.2276202659574412,0.4705619849560535,/home/blessedg/Pathformer/WiFo/src/weights/wifo_base.pkl,
city_88_tongshan_3p5,error,,,,,,,,,,,/home/blessedg/Pathformer/WiFo/src/weights/wifo_base.pkl,"Error(s) in loading state_dict for WiFo:
	size mismatch for Embedding.value_embedding.tokenConv.weight: copying a param with shape torch.Size([512, 2, 4, 4, 4]) from checkpoint, the shape in current model is torch.Size([512, 2, 2, 4, 4]).
	size mismatch for decoder_pred.weight: copying a param with shape torch.Size([128, 512]) from checkpoint, the shape in current model is torch.Size([64, 512]).
	size mismatch for decoder_pred.bias: copying a param with shape torch.Size([128]) from checkpoint, the shape in current model is torch.Size([64])."
city_88_tongshan_3p5,ok,23,181776,45539,64,1.816398253418612,0.39385287386673706,0.7178670451544759,3.8651090175696767,0.12501372450773246,0.3139945980381564,/home/blessedg/Pathformer/WiFo/src/weights/wifo_base.pkl,
city_89_nairobi_3p5,error,,,,,,,,,,,/home/blessedg/Pathformer/WiFo/src/weights/wifo_base.pkl,"Error(s) in loading state_dict for WiFo:
	size mismatch for Embedding.value_embedding.tokenConv.weight: copying a param with shape torch.Size([512, 2, 4, 4, 4]) from checkpoint, the shape in current model is torch.Size([512, 2, 2, 4, 4]).
	size mismatch for decoder_pred.weight: copying a param with shape torch.Size([128, 512]) from checkpoint, the shape in current model is torch.Size([64, 512]).
	size mismatch for decoder_pred.bias: copying a param with shape torch.Size([128]) from checkpoint, the shape in current model is torch.Size([64])."
city_89_nairobi_3p5,ok,49,256078,64026,64,1.5248465080977907,0.48262248222036475,0.7936292848296068,5.027765198827546,0.12838534345561814,0.3216505794567523,/home/blessedg/Pathformer/WiFo/src/weights/wifo_base.pkl,
city_91_xiangyang_3p5,error,,,,,,,,,,,/home/blessedg/Pathformer/WiFo/src/weights/wifo_base.pkl,"Error(s) in loading state_dict for WiFo:
	size mismatch for Embedding.value_embedding.tokenConv.weight: copying a param with shape torch.Size([512, 2, 4, 4, 4]) from checkpoint, the shape in current model is torch.Size([512, 2, 2, 4, 4]).
	size mismatch for decoder_pred.weight: copying a param with shape torch.Size([128, 512]) from checkpoint, the shape in current model is torch.Size([64, 512]).
	size mismatch for decoder_pred.bias: copying a param with shape torch.Size([128]) from checkpoint, the shape in current model is torch.Size([64])."
city_91_xiangyang_3p5,ok,98,147070,36490,64,3.010563321598951,0.19919086151033236,0.4006935473199914,3.7779092556223475,0.11795012332227466,0.24587558235214585,/home/blessedg/Pathformer/WiFo/src/weights/wifo_base.pkl,
city_92_sãopaulo_3p5,error,,,,,,,,,,,/home/blessedg/Pathformer/WiFo/src/weights/wifo_base.pkl,"PytorchStreamReader failed reading zip archive: not a ZIP archive. This is an internal miniz error. If you are seeing this error, there is a high likelihood that your checkpoint file is corrupted. This can happen if the checkpoint was not saved properly, was transferred incorrectly, or the file was modified after saving."
city_92_sãopaulo_3p5,error,,,,,,,,,,,/home/blessedg/Pathformer/WiFo/src/weights/wifo_base.pkl,"PytorchStreamReader failed reading zip archive: not a ZIP archive. This is an internal miniz error. If you are seeing this error, there is a high likelihood that your checkpoint file is corrupted. This can happen if the checkpoint was not saved properly, was transferred incorrectly, or the file was modified after saving."
city_92_sãopaulo_3p5,error,,,,,,,,,,,/home/blessedg/Pathformer/WiFo/src/weights/wifo_base.pkl,"PytorchStreamReader failed reading zip archive: not a ZIP archive. This is an internal miniz error. If you are seeing this error, there is a high likelihood that your checkpoint file is corrupted. This can happen if the checkpoint was not saved properly, was transferred incorrectly, or the file was modified after saving."
city_92_sãopaulo_3p5,error,,,,,,,,,,,/home/blessedg/Pathformer/WiFo/src/weights/wifo_base.pkl,"PytorchStreamReader failed reading zip archive: not a ZIP archive. This is an internal miniz error. If you are seeing this error, there is a high likelihood that your checkpoint file is corrupted. This can happen if the checkpoint was not saved properly, was transferred incorrectly, or the file was modified after saving."
city_95_delhi_3p5,error,,,,,,,,,,,/home/blessedg/Pathformer/WiFo/src/weights/wifo_base.pkl,"Error(s) in loading state_dict for WiFo:
	size mismatch for Embedding.value_embedding.tokenConv.weight: copying a param with shape torch.Size([512, 2, 4, 4, 4]) from checkpoint, the shape in current model is torch.Size([512, 2, 2, 4, 4]).
	size mismatch for decoder_pred.weight: copying a param with shape torch.Size([128, 512]) from checkpoint, the shape in current model is torch.Size([64, 512]).
	size mismatch for decoder_pred.bias: copying a param with shape torch.Size([128]) from checkpoint, the shape in current model is torch.Size([64])."
city_95_delhi_3p5,ok,91,227914,56979,64,1.8298996155071836,0.3832015584831086,0.7184464315482191,4.939170822598206,0.07852015654903474,0.2195370224075814,/home/blessedg/Pathformer/WiFo/src/weights/wifo_base.pkl,
city_96_osaka_3p5,error,,,,,,,,,,,/home/blessedg/Pathformer/WiFo/src/weights/wifo_base.pkl,"Error(s) in loading state_dict for WiFo:
	size mismatch for Embe dding.value_embedding.tokenConv.weight: copying a param with shape torch.Size([512, 2, 4, 4, 4]) from checkpoint, the shape in current model is torch.Size([512, 2, 2, 4, 4]).
	size mismatch for decoder_pred.weight: copying a param with shape torch.Size([128, 512]) from checkpoint, the shape in current model is torch.Size([64, 512]).
	size mismatch for decoder_pred.bias: copying a param with shape torch.Size([128]) from checkpoint, the shape in current model is torch.Size([64])."
city_96_osaka_3p5,ok,97,195817,48973,64,1.9272750592440806,0.38337325156254,0.7073083542381292,3.875840051118713,0.15700488023252548,0.34572111164693714,/home/blessedg/Pathformer/WiFo/src/weights/wifo_base.pkl,
