scenario,n_clusters,epochs,max_seq_len,best_val_loss,checkpoint_path
city_47_chicago_3p5,30,25,4,0.7310915165477329,/home/blessedg/Pathformer/checkpoints_std_fix1_quick_sweep/noise_std_fix1_quick_sweep_city_47_chicago_3p5_clusters_30_seqlen_4_best_model_checkpoint.pth
city_47_chicago_3p5,50,25,4,0.7382946848869324,/home/blessedg/Pathformer/checkpoints_std_fix1_quick_sweep/noise_std_fix1_quick_sweep_city_47_chicago_3p5_clusters_50_seqlen_4_best_model_checkpoint.pth
city_47_chicago_3p5,40,25,4,0.7388061708874173,/home/blessedg/Pathformer/checkpoints_std_fix1_quick_sweep/noise_std_fix1_quick_sweep_city_47_chicago_3p5_clusters_40_seqlen_4_best_model_checkpoint.pth
city_47_chicago_3p5,10,25,4,0.7423822363217671,/home/blessedg/Pathformer/checkpoints_std_fix1_quick_sweep/noise_std_fix1_quick_sweep_city_47_chicago_3p5_clusters_10_seqlen_4_best_model_checkpoint.pth
city_47_chicago_3p5,20,25,4,0.7424541645579867,/home/blessedg/Pathformer/checkpoints_std_fix1_quick_sweep/noise_std_fix1_quick_sweep_city_47_chicago_3p5_clusters_20_seqlen_4_best_model_checkpoint.pth
city_47_chicago_3p5,5,25,4,0.7429322931501601,/home/blessedg/Pathformer/checkpoints_std_fix1_quick_sweep/noise_std_fix1_quick_sweep_city_47_chicago_3p5_clusters_5_seqlen_4_best_model_checkpoint.pth
