scenario,delay_rmse,power_rmse,phase_rmse,az_rmse,el_rmse,path_length_rmse,interaction_accuracy,interaction_f1,delay_mae,power_mae,phase_mae,avg_az_mae,avg_el_mae,path_length_mae,best_val_loss
city_47_chicago_3p5,0.0539914996751552,3.0203014851940035,97.9758141876914,14.949857531932423,2.028396082019402,3.387686618815235,0.9982163629313687,0.9948928611080271,0.04504128902496686,2.6354464356765397,92.5644224579352,11.152773804199894,1.6751455862208373,3.387686618815235,0.6260299682617188
