scenario,n_clusters,nearest_k,corridor_k,corridor_bins,prompt_dim,use_material_features,delay_rmse,power_rmse,phase_rmse,az_rmse,el_rmse,path_length_rmse,interaction_accuracy,interaction_f1,delay_mae,power_mae,phase_mae,avg_az_mae,avg_el_mae,path_length_mae,best_val_loss
city_47_chicago_3p5,25,5,5,8,140,True,0.039914125681143754,1.9526966725138923,97.05240101540106,11.706755690562321,1.844876950261623,0.21669816464684533,0.9981582008530439,0.994735967196764,0.032052351688696294,1.63486002459779,92.56483813359135,8.73417138630538,1.4795211587144768,0.21669816464684533,0.5595415234565735
city_23_beijing_3p5,25,5,5,8,140,True,0.24152852539908967,4.943731779331166,102.84647079739216,59.799460486735036,6.5521075350958355,0.7205512655009594,0.8830512589987072,0.8259591485953972,0.18579319877153397,4.042582705971471,91.20543232513212,45.88319480126478,5.154862430016674,0.7205512655009594,0.7846510410308838
city_10_florida_villa_7gp_1758095156175,25,5,5,8,140,True,0.4098595500657601,6.6749647561519865,70.27684930165609,51.70740353900289,2.076352162943,0.14770068923040988,0.9695473251028807,0.9323583180987203,0.34325426751895555,5.95436201095581,55.163670685177756,44.8221016793024,1.76595080551647,0.14770068923040988,0.9080007672309875
city_35_san_francisco_3p5,25,5,5,8,140,True,0.06046839079426589,2.201223688137808,97.80417237039688,11.845888445180206,2.318072345795489,0.1753455794563072,0.9989438165258422,0.9971777297218047,0.046999669576607714,1.849588603304155,91.53489882140033,8.738566112085781,1.8031583788806358,0.1753455794563072,0.5095956325531006
city_91_xiangyang_3p5,25,5,5,8,140,True,0.10696551562700381,4.4351046174895306,102.67950347982455,34.2677579955022,5.895394677228799,0.3822483104191951,0.8834663093919173,0.8931674850602707,0.08196511811671983,3.821187342020968,90.6943075862183,24.229486598593873,4.476858339346609,0.3822483104191951,0.5625490546226501
