scenario,delay_rmse,power_rmse,phase_rmse,az_rmse,el_rmse,path_length_rmse,interaction_accuracy,interaction_f1,delay_mae,power_mae,phase_mae,avg_az_mae,avg_el_mae,path_length_mae,n_clusters,cluster_mode
city_47_chicago_3p5,0.0695748780350322,3.291776433796894,95.98035238315312,18.72702887627912,2.272795467352771,2.8312830776563414,0.9937378829003488,0.981881415829921,0.0589187894071928,2.8629777647061334,90.20159983525156,14.68746856109411,1.869062451502553,2.8312830776563414,20,first_step_delay_power_routed_heads
city_47_chicago_3p5,0.0639992672116606,2.959630014546403,95.88516981826368,16.525745010799838,2.0267515523514894,4.137113020598315,0.996025591314463,0.9885609061994308,0.0542382051373961,2.5588832579043754,90.20516297836654,12.824133435235858,1.659043186307587,4.137113020598315,20,first_step_delay_power_routed_heads
city_47_chicago_3p5,0.06553039717764451,3.047155595339506,95.16347115630171,16.89439092136278,1.9852344214380464,4.665024799899486,0.9970725087243117,0.9915816468751742,0.05536067706897404,2.6396803162461513,89.52312260158848,13.184327585083603,1.621039142034449,4.665024799899486,40,first_step_delay_power_routed_heads
