scenario,delay_rmse,power_rmse,phase_rmse,az_rmse,el_rmse,path_length_rmse,delay_mae,power_mae,phase_mae,avg_az_mae,avg_el_mae,path_length_mae,best_val_loss
city_47_chicago_3p5,0.07909725625973951,3.5017385661755096,99.51587307432041,14.603365355376134,2.453985970317552,3.249079380282064,0.06940856915793052,3.1448415024691,94.23462711747048,11.195836460098407,2.0771589263603274,3.249079380282064,0.6249871651331583
