scenario,n_clusters,epochs,hidden_dim,n_layers,n_heads,normalize_delta,prompt_dim,n_train_samples,n_val_samples,n_eval,n_eval_steps,n_skipped_no_tx_match,kmeans_delay_rmse,kmeans_power_rmse,kmeans_joint_rmse,residual_delay_rmse,residual_power_rmse,residual_joint_rmse,residual_path_length_rmse,delay_rmse_gain_vs_kmeans,power_rmse_gain_vs_kmeans,joint_rmse_gain_vs_kmeans
city_47_chicago_3p5,15,100,128,4,4,True,10,22442,5646,5646,12895,0,0.05306787043809891,2.9592206478118896,0.0607609860599041,0.10971402190666547,4.325431442178002,0.11793261745078253,0.09323087381195942,-0.056646151468566566,-1.3662107943661121,-0.05717163139087843
