scenario,pretrain_checkpoint,delay_rmse,power_rmse,phase_rmse,az_rmse,el_rmse,path_length_rmse,delay_mae,power_mae,phase_mae,az_mae,el_mae,path_length_mae
city_47_chicago_3p5,checkpoints20M/cluster_noisy_pretrain_clusters_15_best_model_checkpoint.pth,0.0870899903502469,4.049853647216822,97.54736421739975,21.232156534915777,2.7996042351915724,2.547386237972733,0.07539297174852047,3.6191981693388637,92.05343020371922,17.318864730626522,2.393485537763478,2.547386237972733
city_47_chicago_3p5,checkpoints20M/cluster_noisy_pretrain_clusters_15_best_model_checkpoint.pth,0.0966901723062867,4.856801826913296,97.50587134195735,22.435962746925046,2.862024506548069,2.5534789603582264,0.08403643082787411,4.359427176043787,91.86738116201508,18.181439378336098,2.4546356322154734,2.5534789603582264
