scenario,n_clusters,nearest_k,corridor_k,corridor_bins,num_value_bins,prompt_dim,use_material_features,noise_prob,best_val_loss,delay_rmse,delay_rmse_std,power_rmse,power_rmse_std,phase_rmse,phase_rmse_std,az_rmse,az_rmse_std,el_rmse,el_rmse_std,aod_az_rmse,aod_az_rmse_std,aod_el_rmse,aod_el_rmse_std,path_length_rmse,path_length_rmse_std,interaction_accuracy,interaction_accuracy_std,interaction_f1,interaction_f1_std,delay_mae,delay_mae_std,power_mae,power_mae_std,phase_mae,phase_mae_std,avg_az_mae,avg_az_mae_std,avg_el_mae,avg_el_mae_std,avg_aod_az_mae,avg_aod_az_mae_std,avg_aod_el_mae,avg_aod_el_mae_std,path_length_mae,path_length_mae_std,nll,nll_std,perplexity,top1_accuracy,top1_accuracy_std,top3_accuracy,top3_accuracy_std,adjacent_accuracy,adjacent_accuracy_std,val_total_loss,val_total_loss_std,val_class_loss,val_class_loss_std
city_23_beijing_3p5,25,5,5,8,64,136,True,0.0,1.246789574623108,0.2783287001242163,0.1673737029767473,5.312697160338688,6.180018617051813,101.60661375510958,21.560483008032215,58.424640295143696,35.56827409133351,6.44318353386352,8.414111557729854,59.70723691178786,34.93455886581299,2.413966339986846,1.950814333351365,0.03586930617374418,0.043222336898637415,0.8846869401442418,0.06837057869935328,0.8248774787658929,0.11284763468146908,0.18550571042292846,0.12397857678575097,4.005777459765245,5.462839350988448,89.9348362359581,21.983112240855135,41.35373045756304,27.88857443188162,4.471266689158406,6.14372781000899,41.432654167426826,27.306456564049327,1.863581546394803,1.4233060593938291,0.03586930617374418,0.043222336898637415,1.2449330363855358,1.7454955749746048,3.472702246856228,0.6588974848041581,0.11912828679461906,0.8097698266628577,0.06822013986451037,0.7406738065867111,0.0960799589830535,1.2467895613776312,0.023670827423808424,1.2450777424706354,0.023642924273943506
