scenario,n_clusters,epochs,hidden_dim,n_layers,n_heads,prompt_dim,n_train_samples,n_val_samples,n_eval,n_eval_steps,n_skipped_no_tx_match,summary_kmeans_delay_rmse,summary_kmeans_power_rmse,summary_kmeans_joint_rmse,residual_delay_rmse,residual_power_rmse,residual_joint_rmse,residual_path_length_rmse,delay_rmse_gain_vs_summary_kmeans,power_rmse_gain_vs_summary_kmeans,joint_rmse_gain_vs_summary_kmeans
city_47_chicago_3p5,20,40,128,4,4,26,22442,5646,5646,12895,0,0.07380154728889465,3.9519104957580566,0.08371634781360626,0.07935174857002368,4.185168596953753,0.08971211495331008,0.11759465974732287,-0.0055502012811290274,-0.23325810119569645,-0.005995767139703817
