scenario,n_clusters,max_objects,nearest_rx_k,nearest_tx_k,corridor_object_k,object_dim,prompt_dim,use_material_features,noise_prob,delay_rmse,delay_rmse_std,power_rmse,power_rmse_std,phase_rmse,phase_rmse_std,az_rmse,az_rmse_std,el_rmse,el_rmse_std,aod_az_rmse,aod_az_rmse_std,aod_el_rmse,aod_el_rmse_std,path_length_rmse,path_length_rmse_std,interaction_accuracy,interaction_accuracy_std,interaction_f1,interaction_f1_std,delay_mae,delay_mae_std,power_mae,power_mae_std,phase_mae,phase_mae_std,avg_az_mae,avg_az_mae_std,avg_el_mae,avg_el_mae_std,avg_aod_az_mae,avg_aod_az_mae_std,avg_aod_el_mae,avg_aod_el_mae_std,path_length_mae,path_length_mae_std,best_val_loss
city_23_beijing_3p5,25,24,8,4,12,21,10,True,0.0,0.24458748115045015,0.10194674282436147,5.158585202116024,4.992344842591652,102.14666454466965,21.594634556200045,63.07035746828555,29.474344989896693,7.226448570527763,7.513216118117316,64.309745323195,26.420890472099753,2.507768497458623,1.8031753219223108,0.7995236550414776,0.5854567180313586,0.881850337636088,0.06766033939636643,0.8238614684733161,0.12801722540863897,0.19757814700444598,0.08462488079673539,4.214029719012383,4.46085997535813,90.44991641057567,22.135933721501726,50.45062731536169,24.18111726587813,5.702272557121201,6.524991535914772,50.83543719855552,21.598084014741826,1.980390272698669,1.5050059257165112,0.7995236550414776,0.5854567180313586,0
city_91_xiangyang_3p5,25,24,8,4,12,21,10,True,0.0,0.13476133767588352,0.09926078812653592,7.853376846157972,5.085096407787239,102.51086166812544,16.845860161841838,41.11762507084311,34.3665197396187,7.642994400195289,7.378835399008745,37.033971949556,27.958201992315416,6.983560825315493,12.546425918254227,4.906023686964174,3.30134579148727,0.8537971893241266,0.11817742710557713,0.8585902147510424,0.2750629745697032,0.10672654093610835,0.07806450923895265,6.726412942129215,4.241152780077778,89.95874162983914,18.096414594593803,30.495988660440702,26.976689078906087,5.938959681146535,5.969414172590561,28.043417105336463,21.580852417835626,5.320214908580362,9.956863068614153,4.906023686964174,3.30134579148727,0
