Running 1 scenarios on split 1/1: ['city_5_philadelphia_3p5']
model initialized!
[city_5_philadelphia_3p5] epoch 34/100 train_loss=1.7720 train_top1=0.4454 train_top3=0.7104 val_loss=2.5435 val_top1=0.3343 val_top3=0.5677
[city_5_philadelphia_3p5] epoch 35/100 train_loss=1.7706 train_top1=0.4461 train_top3=0.7088 val_loss=2.5968 val_top1=0.3371 val_top3=0.5546
[city_5_philadelphia_3p5] epoch 36/100 train_loss=1.7641 train_top1=0.4482 train_top3=0.7127 val_loss=2.5700 val_top1=0.3408 val_top3=0.5509
[city_5_philadelphia_3p5] epoch 37/100 train_loss=1.7639 train_top1=0.4496 train_top3=0.7100 val_loss=2.5651 val_top1=0.3296 val_top3=0.5705
[city_5_philadelphia_3p5] epoch 38/100 train_loss=1.7549 train_top1=0.4551 train_top3=0.7139 val_loss=2.5842 val_top1=0.3417 val_top3=0.5668
[city_5_philadelphia_3p5] epoch 39/100 train_loss=1.7485 train_top1=0.4550 train_top3=0.7137 val_loss=2.5956 val_top1=0.3529 val_top3=0.5780
[city_5_philadelphia_3p5] epoch 40/100 train_loss=1.7422 train_top1=0.4552 train_top3=0.7152 val_loss=2.6026 val_top1=0.3324 val_top3=0.5621
[city_5_philadelphia_3p5] epoch 41/100 train_loss=1.7406 train_top1=0.4543 train_top3=0.7162 val_loss=2.5906 val_top1=0.3305 val_top3=0.5686
[city_5_philadelphia_3p5] epoch 42/100 train_loss=1.7346 train_top1=0.4580 train_top3=0.7192 val_loss=2.6005 val_top1=0.3511 val_top3=0.5873
[city_5_philadelphia_3p5] epoch 43/100 train_loss=1.7273 train_top1=0.4580 train_top3=0.7184 val_loss=2.6210 val_top1=0.3371 val_top3=0.5658
[city_5_philadelphia_3p5] epoch 44/100 train_loss=1.7201 train_top1=0.4580 train_top3=0.7228 val_loss=2.6060 val_top1=0.3147 val_top3=0.5574
[city_5_philadelphia_3p5] epoch 45/100 train_loss=1.7212 train_top1=0.4583 train_top3=0.7184 val_loss=2.6211 val_top1=0.3249 val_top3=0.5556
[city_5_philadelphia_3p5] epoch 46/100 train_loss=1.7214 train_top1=0.4594 train_top3=0.7185 val_loss=2.6299 val_top1=0.3287 val_top3=0.5705
[city_5_philadelphia_3p5] epoch 47/100 train_loss=1.7108 train_top1=0.4611 train_top3=0.7220 val_loss=2.6531 val_top1=0.3343 val_top3=0.5556
[city_5_philadelphia_3p5] epoch 48/100 train_loss=1.7048 train_top1=0.4657 train_top3=0.7232 val_loss=2.6757 val_top1=0.3212 val_top3=0.5453
[city_5_philadelphia_3p5] epoch 49/100 train_loss=1.7032 train_top1=0.4666 train_top3=0.7254 val_loss=2.6596 val_top1=0.3436 val_top3=0.5640
[city_5_philadelphia_3p5] epoch 50/100 train_loss=1.7007 train_top1=0.4664 train_top3=0.7240 val_loss=2.6728 val_top1=0.3156 val_top3=0.5528
[city_5_philadelphia_3p5] epoch 51/100 train_loss=1.6978 train_top1=0.4673 train_top3=0.7274 val_loss=2.6774 val_top1=0.3100 val_top3=0.5453
[city_5_philadelphia_3p5] epoch 52/100 train_loss=1.6945 train_top1=0.4693 train_top3=0.7251 val_loss=2.6487 val_top1=0.3417 val_top3=0.5761
[city_5_philadelphia_3p5] epoch 53/100 train_loss=1.6906 train_top1=0.4698 train_top3=0.7287 val_loss=2.7068 val_top1=0.3417 val_top3=0.5705
[city_5_philadelphia_3p5] epoch 54/100 train_loss=1.6929 train_top1=0.4678 train_top3=0.7249 val_loss=2.6844 val_top1=0.3361 val_top3=0.5649
[city_5_philadelphia_3p5] epoch 55/100 train_loss=1.6825 train_top1=0.4692 train_top3=0.7291 val_loss=2.7095 val_top1=0.3324 val_top3=0.5397
[city_5_philadelphia_3p5] epoch 56/100 train_loss=1.6779 train_top1=0.4683 train_top3=0.7302 val_loss=2.7272 val_top1=0.3371 val_top3=0.5612
[city_5_philadelphia_3p5] epoch 57/100 train_loss=1.6731 train_top1=0.4730 train_top3=0.7287 val_loss=2.7571 val_top1=0.3333 val_top3=0.5621
[city_5_philadelphia_3p5] epoch 58/100 train_loss=1.6746 train_top1=0.4708 train_top3=0.7300 val_loss=2.7209 val_top1=0.3231 val_top3=0.5565
[city_5_philadelphia_3p5] epoch 59/100 train_loss=1.6677 train_top1=0.4751 train_top3=0.7334 val_loss=2.7542 val_top1=0.3240 val_top3=0.5425
[city_5_philadelphia_3p5] epoch 60/100 train_loss=1.6648 train_top1=0.4754 train_top3=0.7314 val_loss=2.7466 val_top1=0.3240 val_top3=0.5658
[city_5_philadelphia_3p5] epoch 61/100 train_loss=1.6603 train_top1=0.4768 train_top3=0.7338 val_loss=2.7380 val_top1=0.3296 val_top3=0.5546
[city_5_philadelphia_3p5] epoch 62/100 train_loss=1.6545 train_top1=0.4786 train_top3=0.7349 val_loss=2.7932 val_top1=0.3119 val_top3=0.5621
[city_5_philadelphia_3p5] epoch 63/100 train_loss=1.6545 train_top1=0.4774 train_top3=0.7339 val_loss=2.7571 val_top1=0.3175 val_top3=0.5668
[city_5_philadelphia_3p5] epoch 64/100 train_loss=1.6472 train_top1=0.4784 train_top3=0.7385 val_loss=2.8081 val_top1=0.2988 val_top3=0.5509
[city_5_philadelphia_3p5] epoch 65/100 train_loss=1.6424 train_top1=0.4802 train_top3=0.7389 val_loss=2.8102 val_top1=0.3184 val_top3=0.5509
[city_5_philadelphia_3p5] epoch 66/100 train_loss=1.6406 train_top1=0.4850 train_top3=0.7391 val_loss=2.8323 val_top1=0.3389 val_top3=0.5537
[city_5_philadelphia_3p5] epoch 67/100 train_loss=1.6425 train_top1=0.4805 train_top3=0.7387 val_loss=2.8349 val_top1=0.3231 val_top3=0.5500
[city_5_philadelphia_3p5] epoch 68/100 train_loss=1.6347 train_top1=0.4818 train_top3=0.7395 val_loss=2.8420 val_top1=0.3287 val_top3=0.5705
[city_5_philadelphia_3p5] epoch 69/100 train_loss=1.6341 train_top1=0.4812 train_top3=0.7415 val_loss=2.8312 val_top1=0.3212 val_top3=0.5546
[city_5_philadelphia_3p5] epoch 70/100 train_loss=1.6373 train_top1=0.4808 train_top3=0.7374 val_loss=2.8206 val_top1=0.3128 val_top3=0.5518
[city_5_philadelphia_3p5] epoch 71/100 train_loss=1.6308 train_top1=0.4851 train_top3=0.7392 val_loss=2.8251 val_top1=0.3203 val_top3=0.5556
[city_5_philadelphia_3p5] epoch 72/100 train_loss=1.6287 train_top1=0.4825 train_top3=0.7418 val_loss=2.8305 val_top1=0.3165 val_top3=0.5649
[city_5_philadelphia_3p5] epoch 73/100 train_loss=1.6247 train_top1=0.4853 train_top3=0.7408 val_loss=2.8221 val_top1=0.3175 val_top3=0.5406
[city_5_philadelphia_3p5] epoch 74/100 train_loss=1.6173 train_top1=0.4851 train_top3=0.7428 val_loss=2.8332 val_top1=0.3175 val_top3=0.5565
[city_5_philadelphia_3p5] epoch 75/100 train_loss=1.6186 train_top1=0.4877 train_top3=0.7442 val_loss=2.8459 val_top1=0.3287 val_top3=0.5612
[city_5_philadelphia_3p5] epoch 76/100 train_loss=1.6115 train_top1=0.4886 train_top3=0.7441 val_loss=2.8682 val_top1=0.3259 val_top3=0.5472
[city_5_philadelphia_3p5] epoch 77/100 train_loss=1.6174 train_top1=0.4902 train_top3=0.7414 val_loss=2.8642 val_top1=0.3296 val_top3=0.5584
[city_5_philadelphia_3p5] epoch 78/100 train_loss=1.6117 train_top1=0.4874 train_top3=0.7416 val_loss=2.8481 val_top1=0.3268 val_top3=0.5649
[city_5_philadelphia_3p5] epoch 79/100 train_loss=1.6042 train_top1=0.4921 train_top3=0.7453 val_loss=2.8639 val_top1=0.3287 val_top3=0.5621
[city_5_philadelphia_3p5] epoch 80/100 train_loss=1.6040 train_top1=0.4897 train_top3=0.7445 val_loss=2.9218 val_top1=0.3221 val_top3=0.5584
[city_5_philadelphia_3p5] epoch 81/100 train_loss=1.6015 train_top1=0.4921 train_top3=0.7460 val_loss=2.9011 val_top1=0.3212 val_top3=0.5593
[city_5_philadelphia_3p5] epoch 82/100 train_loss=1.5953 train_top1=0.4946 train_top3=0.7475 val_loss=2.9096 val_top1=0.3193 val_top3=0.5490
[city_5_philadelphia_3p5] epoch 83/100 train_loss=1.6042 train_top1=0.4893 train_top3=0.7441 val_loss=2.9383 val_top1=0.3165 val_top3=0.5518
[city_5_philadelphia_3p5] epoch 84/100 train_loss=1.5977 train_top1=0.4919 train_top3=0.7457 val_loss=2.9401 val_top1=0.3193 val_top3=0.5593
[city_5_philadelphia_3p5] epoch 85/100 train_loss=1.5917 train_top1=0.4962 train_top3=0.7472 val_loss=2.9247 val_top1=0.3184 val_top3=0.5481
[city_5_philadelphia_3p5] epoch 86/100 train_loss=1.5912 train_top1=0.4931 train_top3=0.7486 val_loss=2.9383 val_top1=0.3193 val_top3=0.5528
[city_5_philadelphia_3p5] epoch 87/100 train_loss=1.5897 train_top1=0.4945 train_top3=0.7474 val_loss=2.9627 val_top1=0.3147 val_top3=0.5462
[city_5_philadelphia_3p5] epoch 88/100 train_loss=1.5899 train_top1=0.4927 train_top3=0.7483 val_loss=2.9287 val_top1=0.3231 val_top3=0.5640
[city_5_philadelphia_3p5] epoch 89/100 train_loss=1.5871 train_top1=0.4946 train_top3=0.7489 val_loss=2.9409 val_top1=0.3147 val_top3=0.5359
[city_5_philadelphia_3p5] epoch 90/100 train_loss=1.5832 train_top1=0.4963 train_top3=0.7504 val_loss=2.9536 val_top1=0.3212 val_top3=0.5630
[city_5_philadelphia_3p5] epoch 91/100 train_loss=1.5789 train_top1=0.4974 train_top3=0.7492 val_loss=2.9840 val_top1=0.3165 val_top3=0.5481
[city_5_philadelphia_3p5] epoch 92/100 train_loss=1.5816 train_top1=0.4945 train_top3=0.7485 val_loss=2.9566 val_top1=0.3100 val_top3=0.5453
[city_5_philadelphia_3p5] epoch 93/100 train_loss=1.5728 train_top1=0.4985 train_top3=0.7531 val_loss=3.0144 val_top1=0.3165 val_top3=0.5397
[city_5_philadelphia_3p5] epoch 94/100 train_loss=1.5782 train_top1=0.4960 train_top3=0.7506 val_loss=2.9809 val_top1=0.3053 val_top3=0.5322
[city_5_philadelphia_3p5] epoch 95/100 train_loss=1.5719 train_top1=0.4991 train_top3=0.7499 val_loss=2.9696 val_top1=0.3203 val_top3=0.5490
[city_5_philadelphia_3p5] epoch 96/100 train_loss=1.5683 train_top1=0.4989 train_top3=0.7528 val_loss=3.0001 val_top1=0.3268 val_top3=0.5584
[city_5_philadelphia_3p5] epoch 97/100 train_loss=1.5649 train_top1=0.5012 train_top3=0.7543 val_loss=3.0097 val_top1=0.3212 val_top3=0.5537
[city_5_philadelphia_3p5] epoch 98/100 train_loss=1.5718 train_top1=0.4987 train_top3=0.7513 val_loss=2.9846 val_top1=0.3156 val_top3=0.5565
[city_5_philadelphia_3p5] epoch 99/100 train_loss=1.5612 train_top1=0.5001 train_top3=0.7548 val_loss=3.0057 val_top1=0.3175 val_top3=0.5490
[city_5_philadelphia_3p5] epoch 100/100 train_loss=1.5688 train_top1=0.4991 train_top3=0.7511 val_loss=3.0257 val_top1=0.3203 val_top3=0.5565
Appended results for city_5_philadelphia_3p5 to /home/blessedg/Pathformer/WiFo/beam_finetune_per_scenario_parallel/split0/city_5_philadelphia_3p5.csv
