stage,epoch,dataset,mask_strategy,mask_ratio,nmse,nmse_db,last_nmse,last_nmse_db
0,5,city_23_beijing_3p5,random,0.85,3.2082634,5.0627003,38175.246,45.817818
0,5,city_23_beijing_3p5,temporal,0.5,6.064777,7.8281484,16581.479,42.19623
0,5,city_23_beijing_3p5,fre,0.5,1.3171448,1.1963351,19808.314,42.968475
